id,titulo,empresa,ciudad,modalidad,experiencia,lenguajes,salario,tipo_contrato,fecha_publicacion,vacantes
3161,Full Stack Developer,Accenture,bogota,Presencial,Senior,"Tableau, Pandas, React, Power BI, Java, Azure",10030324.0,Contrato,2026-03-24,5
3162,Backend Developer,IBM,Barranquilla,Hibrido,junior,"Java, Docker",4138377.0,indefinido,2025-03-11,8
3163,Data Scientist,Globant,Medellín,Remoto,Senior,"Excel, AWS, Python, TensorFlow, React, JavaScript",7993069.0,Temporal,2025-01-22,8
3164,Full Stack Developer,Claro,Cartagena,Hibrido,junior,"SQL, Pandas, React, R, Docker, Power BI",,Contrato,2025-12-24,8
3165,Data Analyst,Accenture,Medellín,Presencial,semi senior,"Node.js, Java, Azure",5653207.0,Freelance,2026-01-19,4
3166,Software Developer,Rappi,Bucaramanga,Remoto,Senior,"JavaScript, TensorFlow, Tableau, Node.js",9409473.0,Freelance,2024-08-25,3
3167,Analista de Datos,Accenture,bogota,Remoto,junior,"Python, TensorFlow, Power BI, Node.js, Tableau",,Contrato,2025-11-19,2
3168,Backend Developer,Rappi,Remoto,Remoto,semi senior,"Excel, React",5281571.0,Temporal,2026-03-07,10
3169,Software Developer,Claro,Cartagena,Remoto,Junior,"Tableau, JavaScript, R, React, Pandas",4491177.0,Temporal,2024-11-06,4
3170,BI Analyst,Teleperformance,Medellín,Remoto,junior,"Tableau, Python, R, TensorFlow, Node.js, Azure",2537954.0,Contrato,2025-11-06,6
3171,Machine Learning Engineer,Rappi,medellin,Presencial,Junior,"JavaScript, Python, Tableau, Azure, AWS",2807173.0,Contrato,2026-01-04,9
3172,Full Stack Developer,Claro,Bucaramanga,remoto,Senior,"AWS, Python, Java",9539957.0,Temporal,2025-05-04,7
3173,Full Stack Developer,Teleperformance,Cali,remoto,Senior,"Azure, JavaScript",8116275.0,Temporal,2026-02-08,9
3174,Machine Learning Engineer,InnovaTech,medellin,Híbrido,Junior,"SQL, Azure, Tableau",2779447.0,Contrato,2025-07-02,5
3175,Machine Learning Engineer,Davivienda,medellin,Presencial,Semi-Senior,"Power BI, Tableau",5361404.0,Freelance,2026-02-22,5
3176,Frontend Developer,Bancolombia,Bogotá,remoto,Junior,"Docker, R, TensorFlow, React, Java, Python",3079114.0,Freelance,2025-05-23,7
3177,Data Analyst,Mercado Libre,Bucaramanga,Híbrido,Junior,"Excel, Power BI, React, AWS",4151259.0,Temporal,2024-05-19,1
3178,Data Analyst,Teleperformance,Cali,Híbrido,Semi-Senior,"Pandas, React, Power BI, AWS, Java, Docker",5101625.0,Freelance,2025-12-18,7
3179,BI Analyst,Teleperformance,Medellín,Presencial,Senior,"Java, Python",9262099.0,Freelance,2026-02-09,1
3180,Data Scientist,Bancolombia,Bucaramanga,Híbrido,Semi-Senior,"Docker, Excel, Python",6678907.0,Indefinido,2025-02-09,9
3181,Machine Learning Engineer,Bancolombia,Bogotá,remoto,Senior,"Excel, Java, SQL, Pandas",,indefinido,2025-11-22,3
3182,Data Analyst,Teleperformance,Barranquilla,Remoto,Junior,"AWS, TensorFlow",2438384.0,Freelance,2025-01-10,5
3183,Software Developer,IBM,Barranquilla,Hibrido,semi senior,"Java, Node.js, R, Tableau, TensorFlow",5637753.0,indefinido,2025-03-25,3
3184,Machine Learning Engineer,InnovaTech,Medellín,Presencial,Senior,"Pandas, Docker, R, Java",10163162.0,Indefinido,2025-10-03,9
3185,Ingeniero de Datos,Sura,Cali,Hibrido,Semi-Senior,"AWS, Node.js, Excel",4987605.0,Freelance,2024-09-17,2
3186,Ingeniero de Datos,CodeLab,medellin,Hibrido,semi senior,"R, Pandas, Tableau, Azure",5286516.0,Indefinido,2025-08-15,6
3187,Software Developer,Accenture,Bucaramanga,Presencial,Senior,"Python, Node.js, SQL",8715113.0,Freelance,2024-09-11,9
3188,Machine Learning Engineer,Claro,Cartagena,Hibrido,junior,"Python, Azure, TensorFlow, JavaScript",4011549.0,Indefinido,2024-07-09,6
3189,Ingeniero de Datos,DataSoft,Cartagena,Remoto,Junior,"Pandas, JavaScript, Azure",4445704.0,Temporal,2025-06-01,6
3190,Frontend Developer,Davivienda,Bucaramanga,Hibrido,Junior,"React, R, Azure, AWS, Docker",2486721.0,indefinido,2025-04-22,2
3191,BI Analyst,CodeLab,Bucaramanga,Presencial,Junior,"Pandas, Excel, Tableau",2523332.0,Contrato,2024-11-10,8
3192,Full Stack Developer,DataSoft,Medellín,Híbrido,junior,"R, React, Excel, Docker",2092575.0,Temporal,2025-10-29,9
3193,BI Analyst,Teleperformance,bogota,Hibrido,junior,"TensorFlow, React, AWS, Java",3259700.0,Indefinido,2025-07-24,1
3194,Full Stack Developer,Claro,Cartagena,Hibrido,junior,"Azure, R, Docker, React",,Contrato,2024-07-25,8
3195,Backend Developer,Rappi,Bucaramanga,remoto,Senior,"Power BI, Docker",9442425.0,Contrato,2025-04-23,2
3196,BI Analyst,Sura,Bogotá,remoto,Semi-Senior,"Java, R, Python, Excel, Tableau, Power BI",6186963.0,Freelance,2024-05-14,2
3197,BI Analyst,Accenture,Bucaramanga,Híbrido,Semi-Senior,"Tableau, Excel, Pandas",5409816.0,Indefinido,2026-01-05,5
3198,Data Analyst,Globant,Bucaramanga,Presencial,Senior,"JavaScript, SQL, Tableau",9247947.0,Freelance,2024-12-03,6
3199,Analista de Datos,Accenture,Cali,Remoto,semi senior,"R, Docker, React, Azure",5419471.0,Contrato,2025-04-02,9
3200,Machine Learning Engineer,Globant,medellin,Hibrido,Semi-Senior,"TensorFlow, Azure, AWS, Power BI, Docker",6578348.0,Freelance,2025-12-20,1
3201,Frontend Developer,Mercado Libre,bogota,Remoto,Senior,"SQL, Python, Node.js, Power BI, Azure, JavaScript",10212166.0,Freelance,2025-01-28,6
3202,Software Developer,IBM,Barranquilla,Híbrido,junior,"SQL, Pandas, TensorFlow",3298339.0,Contrato,2025-10-13,9
3203,Data Analyst,Claro,medellin,Hibrido,junior,"Pandas, Java, SQL, Docker, TensorFlow, Power BI",3436974.0,indefinido,2024-09-28,6
3204,Machine Learning Engineer,Rappi,Medellín,Remoto,Junior,"R, Docker",2776296.0,Indefinido,2025-02-21,6
3205,Data Analyst,Teleperformance,Barranquilla,Híbrido,Semi-Senior,"Power BI, JavaScript, Python",4679039.0,Temporal,2025-10-22,10
3206,Machine Learning Engineer,Claro,bogota,Hibrido,junior,"Python, Excel, Docker, Pandas, TensorFlow, Java",2328714.0,Temporal,2026-03-10,2
3207,BI Analyst,Claro,Medellín,remoto,semi senior,"Node.js, JavaScript, Azure",4241048.0,Contrato,2025-03-26,7
3208,Data Analyst,Claro,Barranquilla,Presencial,junior,"Docker, Azure, AWS, Excel",2352439.0,indefinido,2025-05-13,2
3209,Ingeniero de Datos,Sura,Cartagena,Remoto,Semi-Senior,"Power BI, JavaScript, Tableau, Azure, Excel",4573452.0,Freelance,2025-03-22,8
3210,Ingeniero de Datos,Accenture,Barranquilla,remoto,semi senior,"AWS, Tableau, React",6138005.0,indefinido,2025-05-21,6
3211,Backend Developer,Sura,Remoto,Hibrido,semi senior,"Tableau, Docker, JavaScript, AWS, React, Pandas",4578883.0,Contrato,2025-10-07,2
3212,Software Developer,Teleperformance,Bucaramanga,Híbrido,Senior,"Power BI, Azure, React, Java",7976743.0,Indefinido,2026-04-26,6
3213,Full Stack Developer,Globant,Cali,remoto,Senior,"JavaScript, Pandas, Excel, Java, React",8938882.0,indefinido,2026-04-29,1
3214,Ingeniero de Datos,TechNova,medellin,Remoto,semi senior,"JavaScript, AWS, React, Power BI, TensorFlow",4549468.0,Indefinido,2026-04-13,9
3215,Full Stack Developer,Accenture,medellin,remoto,Semi-Senior,"AWS, Docker, Excel, Java, Pandas, Azure",6489921.0,Temporal,2026-01-30,3
3216,Machine Learning Engineer,CodeLab,Cartagena,Remoto,Junior,"Java, Tableau, TensorFlow",3706734.0,Contrato,2024-09-19,2
3217,BI Analyst,Claro,Barranquilla,Remoto,Semi-Senior,"Docker, JavaScript, TensorFlow, Node.js, R",4927835.0,Freelance,2025-12-31,6
3218,Ingeniero de Datos,TechNova,Bucaramanga,remoto,Senior,"Pandas, AWS, Tableau, Docker",8560278.0,indefinido,2024-10-19,7
3219,Analista de Datos,Mercado Libre,Cali,remoto,semi senior,"Docker, R",4776089.0,Contrato,2025-04-20,7
3220,Data Analyst,Davivienda,Remoto,Remoto,Senior,"JavaScript, Java, Power BI, Azure, Excel, Tableau",8562371.0,Freelance,2025-10-31,7
3221,Data Analyst,Sura,Cali,Remoto,Senior,"AWS, JavaScript, Excel, Python",9266760.0,indefinido,2024-11-29,7
3222,Backend Developer,Globant,Barranquilla,Presencial,junior,"Azure, R",1942980.0,Indefinido,2025-09-09,10
3223,Analista de Datos,TechNova,Medellín,Híbrido,Junior,"R, Pandas, Azure, Python, Docker, Power BI",4092503.0,Temporal,2025-08-29,6
3224,Software Developer,Claro,bogota,remoto,semi senior,"SQL, Pandas, JavaScript, Java, Excel, Azure",4302367.0,Contrato,2025-03-20,4
3225,Frontend Developer,Claro,Medellín,Remoto,Semi-Senior,"TensorFlow, Docker, Python, JavaScript, Excel, Java",6734003.0,Contrato,2026-02-07,1
3226,BI Analyst,Globant,Bogotá,Presencial,semi senior,"TensorFlow, Azure",6106481.0,Temporal,2024-08-29,3
3227,Software Developer,InnovaTech,Remoto,Presencial,semi senior,"R, Tableau, Pandas, JavaScript",4057354.0,indefinido,2026-03-16,10
3228,Backend Developer,Davivienda,Remoto,Remoto,Junior,"Tableau, Python, TensorFlow",3859771.0,Indefinido,2025-01-13,5
3229,BI Analyst,DataSoft,Bucaramanga,Remoto,Semi-Senior,"Azure, Java, Python, JavaScript, AWS, Tableau",6708725.0,Temporal,2026-02-11,1
3230,Software Developer,IBM,Cartagena,Presencial,junior,"AWS, Excel, Azure, SQL, Power BI, Node.js",,Temporal,2026-01-07,8
3231,Frontend Developer,Mercado Libre,Cali,remoto,Junior,"Java, Azure, Excel, Python, JavaScript",2277241.0,Freelance,2026-04-20,4
3232,Frontend Developer,Rappi,Remoto,Remoto,Junior,"Power BI, R, Docker, Python, Excel",4335883.0,Contrato,2024-08-20,6
3233,Analista de Datos,Davivienda,Cali,remoto,Senior,"AWS, Excel, JavaScript, Tableau, R",8564265.0,Contrato,2025-10-03,3
3234,BI Analyst,DataSoft,Bucaramanga,Remoto,Junior,"Pandas, Tableau, TensorFlow, Python, Excel",4536536.0,Indefinido,2024-12-17,1
3235,Data Analyst,Davivienda,bogota,Remoto,Senior,"Node.js, Tableau, Python, Power BI, React",9274585.0,Indefinido,2025-12-24,3
3236,BI Analyst,InnovaTech,Barranquilla,Híbrido,Junior,"Azure, Power BI",4310840.0,Temporal,2025-02-28,6
3237,Data Analyst,TechNova,Bucaramanga,Presencial,Semi-Senior,"AWS, TensorFlow, Java",4608617.0,indefinido,2025-01-28,5
3238,Ingeniero de Datos,Davivienda,bogota,Remoto,semi senior,"Azure, Docker",4544748.0,Contrato,2024-12-06,10
3239,Frontend Developer,Globant,Cali,Presencial,Senior,"TensorFlow, Node.js",9854410.0,Temporal,2024-08-18,7
3240,Software Developer,Globant,Cali,Remoto,Senior,"AWS, R, Pandas, Docker, Azure, SQL",8693388.0,Freelance,2025-01-11,2
3241,Data Scientist,Globant,Barranquilla,Híbrido,Junior,"Node.js, Docker, Python, R",4577748.0,Freelance,2025-05-22,7
3242,Frontend Developer,Globant,Bucaramanga,remoto,Senior,"Power BI, Java, AWS",8712743.0,Freelance,2025-01-29,5
3243,Machine Learning Engineer,Sura,Medellín,remoto,Semi-Senior,"Python, React",5034275.0,Freelance,2026-03-21,4
3244,Backend Developer,Mercado Libre,bogota,Remoto,junior,"Pandas, Docker",3820334.0,Freelance,2025-08-01,8
3245,Software Developer,Bancolombia,medellin,Híbrido,Junior,"R, TensorFlow, Azure",3397819.0,Temporal,2025-02-19,10
3246,Software Developer,IBM,Bucaramanga,Remoto,junior,"R, Power BI, Node.js, SQL, Tableau, Azure",2834186.0,Freelance,2025-11-05,10
3247,Frontend Developer,Globant,Medellín,Remoto,Junior,"TensorFlow, AWS, React",2698506.0,Freelance,2024-05-30,6
3248,Data Scientist,IBM,Barranquilla,remoto,semi senior,"React, AWS, Node.js, Java, TensorFlow",5044992.0,Freelance,2025-03-08,8
3249,Analista de Datos,DataSoft,Cartagena,Presencial,Junior,"TensorFlow, JavaScript, Python, Power BI",4099920.0,Temporal,2024-12-13,6
3250,Ingeniero de Datos,InnovaTech,Bucaramanga,Remoto,semi senior,"Tableau, Python, Pandas, Docker",4356718.0,indefinido,2025-09-11,5
3251,Analista de Datos,Accenture,Cali,Híbrido,junior,"Tableau, Node.js",3920243.0,Contrato,2024-08-17,2
3252,Backend Developer,InnovaTech,Remoto,Remoto,semi senior,"Power BI, Python, AWS",5629989.0,Indefinido,2026-03-27,9
3253,Data Analyst,Teleperformance,Barranquilla,remoto,junior,"TensorFlow, SQL",3799063.0,Indefinido,2025-11-24,10
3254,Data Analyst,Globant,Barranquilla,Híbrido,Junior,"Python, Azure, Node.js, SQL, Pandas, Tableau",3696853.0,Contrato,2025-03-10,7
3255,Machine Learning Engineer,IBM,bogota,remoto,Semi-Senior,"Docker, Azure, AWS, Pandas",5424027.0,Contrato,2024-07-29,1
3256,Data Scientist,Mercado Libre,Bucaramanga,remoto,Junior,"Tableau, Excel, TensorFlow, Power BI, Node.js, Azure",4216142.0,indefinido,2025-10-06,7
3257,Analista de Datos,Accenture,Medellín,Hibrido,Senior,"Tableau, Java, Pandas, R, React",8152414.0,Temporal,2024-06-06,3
3258,Ingeniero de Datos,Rappi,bogota,Presencial,Junior,"Java, R",4447693.0,indefinido,2024-06-14,10
3259,Data Scientist,Accenture,bogota,Presencial,Semi-Senior,"Tableau, R",4424932.0,indefinido,2025-01-21,7
3260,BI Analyst,Sura,medellin,remoto,junior,"SQL, Node.js, Excel, TensorFlow, Docker, Tableau",2839955.0,Freelance,2026-02-17,8
3261,Analista de Datos,TechNova,medellin,Presencial,junior,"Azure, React, Docker, Pandas",2068083.0,Temporal,2026-04-08,9
3262,Backend Developer,CodeLab,Bogotá,Remoto,Semi-Senior,"React, Docker, Tableau, SQL, Excel, R",6051498.0,indefinido,2025-06-04,4
3263,Backend Developer,Accenture,bogota,Remoto,Junior,"Power BI, Pandas, React, SQL",4186453.0,indefinido,2025-04-06,2
3264,Frontend Developer,TechNova,Medellín,Híbrido,semi senior,"React, Java, Azure, R, AWS, Python",4482405.0,indefinido,2026-01-11,8
3265,Machine Learning Engineer,CodeLab,bogota,Presencial,semi senior,"Pandas, Power BI, Node.js, Excel",5358426.0,Temporal,2025-08-30,4
3266,Data Analyst,Bancolombia,Cartagena,Hibrido,Senior,"Power BI, TensorFlow, Excel",9286561.0,Contrato,2025-04-01,5
3267,Backend Developer,Accenture,Barranquilla,Presencial,junior,"Excel, Node.js",3501421.0,Freelance,2025-02-26,2
3268,Software Developer,Rappi,Medellín,remoto,junior,"AWS, Excel, Azure",2089220.0,Contrato,2024-09-09,9
3269,Software Developer,TechNova,Cartagena,remoto,junior,"AWS, Java",3044453.0,Freelance,2024-11-15,1
3270,Software Developer,Mercado Libre,bogota,Presencial,Senior,"TensorFlow, Pandas, Tableau, Docker, AWS",9195285.0,Temporal,2024-05-14,2
3271,Frontend Developer,Davivienda,Barranquilla,Hibrido,Semi-Senior,"JavaScript, Pandas, R",4781725.0,Indefinido,2026-01-31,2
3272,Backend Developer,IBM,Cali,Remoto,Senior,"Azure, React",8653900.0,indefinido,2025-12-19,5
3273,Analista de Datos,IBM,Bucaramanga,remoto,semi senior,"Power BI, React, TensorFlow",,Temporal,2025-01-02,10
3274,Machine Learning Engineer,Claro,Bucaramanga,Presencial,Senior,"SQL, Power BI, Node.js, Azure, Tableau, Python",8784156.0,Indefinido,2024-11-17,7
3275,Full Stack Developer,Sura,Medellín,Remoto,semi senior,"AWS, React, Pandas",4663659.0,Indefinido,2025-06-09,1
3276,Software Developer,Rappi,Bucaramanga,Presencial,Senior,"AWS, TensorFlow, React, Tableau, JavaScript",8717996.0,indefinido,2024-06-25,3
3277,Machine Learning Engineer,CodeLab,Medellín,Hibrido,Junior,"SQL, Azure",2848778.0,indefinido,2024-11-27,10
3278,Frontend Developer,Davivienda,bogota,Presencial,junior,"Pandas, SQL, Java, Excel, Docker, React",4037035.0,Temporal,2025-12-18,9
3279,Analista de Datos,DataSoft,bogota,Remoto,Senior,"SQL, Docker",9003920.0,Temporal,2025-02-17,5
3280,Ingeniero de Datos,Sura,Cali,remoto,junior,"Pandas, SQL",2547852.0,Temporal,2025-02-03,5
3281,Data Scientist,InnovaTech,Barranquilla,Presencial,Senior,"Power BI, Excel, Python, Azure",8956618.0,Freelance,2024-06-21,7
3282,Software Developer,Sura,Bogotá,remoto,semi senior,"Excel, Pandas, Java",4902686.0,Indefinido,2025-05-19,8
3283,Data Analyst,CodeLab,Bucaramanga,Presencial,Semi-Senior,"JavaScript, Power BI, Azure",6425480.0,Contrato,2025-12-18,1
3284,Data Scientist,Globant,bogota,Hibrido,Junior,"Docker, React, Node.js",3207810.0,Freelance,2025-12-19,2
3285,Data Scientist,DataSoft,Cali,Remoto,junior,"SQL, JavaScript, Pandas",2612283.0,Temporal,2024-05-19,3
3286,Data Analyst,Teleperformance,Bucaramanga,remoto,Senior,"R, Power BI, SQL, Azure, Node.js",9621367.0,Freelance,2026-02-19,2
3287,Frontend Developer,Accenture,Remoto,Presencial,semi senior,"JavaScript, SQL, Java, AWS",4138365.0,Indefinido,2024-11-20,3
3288,Data Scientist,IBM,Medellín,Presencial,semi senior,"AWS, SQL, R, Power BI, Docker, Node.js",4675512.0,Contrato,2025-10-05,9
3289,Software Developer,Bancolombia,Cali,Remoto,Semi-Senior,"Excel, TensorFlow, AWS, JavaScript",5878315.0,indefinido,2024-11-13,2
3290,Full Stack Developer,Claro,Medellín,Presencial,Junior,"React, Docker, Azure",4129144.0,Indefinido,2025-08-28,5
3291,Ingeniero de Datos,Teleperformance,Barranquilla,Hibrido,Junior,"Azure, Node.js, R",3998769.0,Indefinido,2024-12-11,5
3292,Data Analyst,Mercado Libre,bogota,Presencial,Semi-Senior,"Python, SQL, Excel",5649590.0,Indefinido,2025-01-18,3
3293,Machine Learning Engineer,Claro,medellin,remoto,Junior,"Pandas, JavaScript, TensorFlow, Azure, Power BI, React",2485893.0,Contrato,2024-05-10,6
3294,Backend Developer,IBM,Cali,Hibrido,semi senior,"TensorFlow, Node.js",4972341.0,Indefinido,2025-06-07,4
3295,Full Stack Developer,DataSoft,Medellín,Presencial,junior,"React, SQL, Power BI, JavaScript",3235601.0,Temporal,2024-06-03,3
3296,Data Scientist,Rappi,Bogotá,Hibrido,Junior,"Docker, SQL",4325541.0,Freelance,2025-09-20,3
3297,Full Stack Developer,Bancolombia,medellin,Presencial,Semi-Senior,"Azure, Node.js, AWS, Excel, Java",5545803.0,Indefinido,2024-10-21,3
3298,Data Scientist,TechNova,Barranquilla,Híbrido,Semi-Senior,"Power BI, Excel, Docker, Tableau",6657372.0,Indefinido,2025-07-15,3
3299,BI Analyst,CodeLab,Bogotá,remoto,Senior,"Excel, Java, Node.js, Power BI",9269793.0,Contrato,2026-03-08,7
3300,Software Developer,CodeLab,medellin,remoto,Junior,"React, TensorFlow, Java",2396208.0,Contrato,2024-06-12,7
3301,Data Analyst,IBM,Bucaramanga,Híbrido,junior,"TensorFlow, Azure, Tableau, AWS, Excel, SQL",2550186.0,Freelance,2025-08-03,1
3302,Analista de Datos,InnovaTech,Medellín,Remoto,Junior,"TensorFlow, Python, AWS",3198657.0,indefinido,2026-02-22,8
3303,Ingeniero de Datos,Davivienda,Cartagena,Remoto,Semi-Senior,"AWS, Excel, R, JavaScript, Azure",6336982.0,Contrato,2025-01-16,9
3304,Machine Learning Engineer,Davivienda,Cali,Híbrido,semi senior,"Excel, Tableau, Power BI, TensorFlow, Java, React",4726215.0,indefinido,2024-10-19,2
3305,BI Analyst,Claro,Remoto,Hibrido,semi senior,"React, Java, Power BI, Pandas, Azure, Excel",6113356.0,Indefinido,2025-12-13,8
3306,Frontend Developer,Mercado Libre,medellin,Hibrido,Junior,"R, Tableau, AWS",3549991.0,indefinido,2024-11-19,6
3307,Software Developer,Teleperformance,Cali,Remoto,semi senior,"TensorFlow, Power BI",6195487.0,Temporal,2025-08-17,6
3308,Data Analyst,IBM,bogota,Presencial,Semi-Senior,"TensorFlow, Python, R, Azure, Tableau",6145219.0,Indefinido,2025-10-21,9
3309,Software Developer,Teleperformance,Remoto,Híbrido,semi senior,"React, JavaScript, Pandas, Docker",4959662.0,Freelance,2024-11-04,8
3310,Data Analyst,CodeLab,Bucaramanga,Hibrido,junior,"Excel, AWS, SQL, Java, Node.js",2774250.0,Freelance,2024-11-08,2
3311,Full Stack Developer,DataSoft,Cali,Híbrido,semi senior,"Node.js, JavaScript, TensorFlow, R",4224528.0,Freelance,2025-08-10,10
3312,Data Analyst,DataSoft,Bucaramanga,Hibrido,Senior,"Azure, Docker, Java",8688403.0,Indefinido,2025-03-15,6
3313,Data Scientist,Globant,Remoto,remoto,Senior,"Java, Pandas, TensorFlow, R, SQL",8412181.0,Freelance,2025-11-05,6
3314,Data Analyst,InnovaTech,Bucaramanga,Remoto,Junior,"Java, Power BI, AWS, R, React",4355915.0,Freelance,2024-11-28,2
3315,Backend Developer,Accenture,bogota,Hibrido,junior,"Excel, Java, JavaScript",3450824.0,Contrato,2025-05-27,1
3316,Data Scientist,Bancolombia,medellin,Remoto,Semi-Senior,"Java, Pandas, Node.js",6219396.0,Contrato,2025-01-18,2
3317,Analista de Datos,Bancolombia,Medellín,Remoto,semi senior,"AWS, Java, R, JavaScript, Pandas, Tableau",4871177.0,Temporal,2025-03-20,8
3318,Data Scientist,Sura,Barranquilla,Híbrido,Senior,"Java, AWS, Tableau, Docker, SQL",8835811.0,Indefinido,2025-12-28,1
3319,Analista de Datos,CodeLab,Cartagena,Remoto,semi senior,"Java, Python, Power BI",3939227.0,Indefinido,2024-05-27,4
3320,Ingeniero de Datos,Sura,medellin,Presencial,semi senior,"Java, TensorFlow",5573055.0,Indefinido,2024-11-16,1
3321,Machine Learning Engineer,Mercado Libre,bogota,Remoto,Junior,"Excel, JavaScript, SQL, TensorFlow, Azure, Python",3098555.0,Temporal,2025-05-14,9
3322,Machine Learning Engineer,IBM,medellin,remoto,Senior,"Power BI, Pandas",8492137.0,Temporal,2025-10-05,3
3323,Data Analyst,Sura,Barranquilla,Presencial,Junior,"React, Tableau, Python, Java, Pandas, Excel",2381854.0,Contrato,2025-02-19,5
3324,Ingeniero de Datos,Davivienda,Medellín,Remoto,Semi-Senior,"JavaScript, Excel, SQL, Python",6768010.0,Indefinido,2026-04-06,5
3325,Data Scientist,Rappi,Medellín,Híbrido,junior,"Pandas, JavaScript",,Freelance,2024-12-24,6
3326,Backend Developer,TechNova,Cali,Híbrido,Senior,"React, JavaScript, Excel, Python, Tableau",9501591.0,indefinido,2024-12-12,6
3327,Data Scientist,DataSoft,medellin,Hibrido,junior,"Excel, Pandas, SQL, Tableau, Power BI",3784681.0,indefinido,2026-05-06,10
3328,BI Analyst,Davivienda,Medellín,Híbrido,semi senior,"Docker, Azure, Tableau, AWS, Power BI, TensorFlow",5436091.0,indefinido,2025-04-04,8
3329,Machine Learning Engineer,Mercado Libre,medellin,Hibrido,junior,"AWS, Java, React",2460327.0,Temporal,2026-01-18,10
3330,BI Analyst,Rappi,Bogotá,Presencial,junior,"Python, JavaScript, Node.js",3457153.0,Freelance,2026-01-08,2
3331,Data Scientist,TechNova,bogota,Híbrido,semi senior,"TensorFlow, Node.js, Power BI, Azure",3951094.0,Freelance,2024-07-20,2
3332,Ingeniero de Datos,CodeLab,Cartagena,Remoto,semi senior,"Tableau, React",5285255.0,Temporal,2024-09-26,2
3333,Software Developer,Mercado Libre,medellin,Presencial,Senior,"Node.js, R, React, Java",9606684.0,Temporal,2024-08-27,7
3334,Frontend Developer,Teleperformance,Cali,remoto,Semi-Senior,"Azure, JavaScript, React, Java",,Indefinido,2025-09-23,10
3335,Data Analyst,Bancolombia,Bogotá,remoto,Senior,"Java, Node.js, R, Power BI, Tableau",8279083.0,Indefinido,2026-03-12,6
3336,Analista de Datos,TechNova,Bucaramanga,Presencial,Semi-Senior,"Excel, Python, Pandas, R",5694316.0,Temporal,2024-09-11,6
3337,Machine Learning Engineer,DataSoft,Remoto,remoto,Senior,"Tableau, AWS",9701740.0,Contrato,2025-01-26,9
3338,Data Analyst,DataSoft,Bogotá,remoto,semi senior,"Docker, Excel, Pandas, TensorFlow, Azure, SQL",5254089.0,Temporal,2024-11-19,1
3339,Full Stack Developer,Accenture,Medellín,remoto,Senior,"JavaScript, Tableau, AWS, SQL, TensorFlow, Excel",,Freelance,2025-05-06,8
3340,Machine Learning Engineer,Accenture,Remoto,remoto,semi senior,"SQL, Python, TensorFlow, JavaScript",5890421.0,Indefinido,2024-08-07,9
3341,Full Stack Developer,InnovaTech,bogota,Remoto,junior,"Excel, Power BI, Docker, JavaScript",3413559.0,Freelance,2025-03-11,10
3342,Data Analyst,Mercado Libre,medellin,remoto,semi senior,"SQL, AWS",4190642.0,Contrato,2025-03-09,1
3343,Full Stack Developer,TechNova,Cartagena,Híbrido,Semi-Senior,"Tableau, AWS, Python, TensorFlow",6595936.0,Indefinido,2025-02-08,8
3344,Software Developer,InnovaTech,bogota,Presencial,Semi-Senior,"Pandas, Power BI, AWS, Node.js, React",4407096.0,indefinido,2026-05-02,1
3345,Frontend Developer,Claro,Medellín,remoto,Semi-Senior,"JavaScript, AWS",5441340.0,Contrato,2025-11-08,10
3346,Software Developer,Bancolombia,Cartagena,remoto,semi senior,"Docker, React, Azure, Excel, JavaScript, Power BI",4246790.0,Indefinido,2024-11-23,5
3347,Ingeniero de Datos,CodeLab,Cartagena,Híbrido,semi senior,"Python, SQL, Node.js",5340724.0,Temporal,2024-06-14,4
3348,Machine Learning Engineer,CodeLab,Medellín,Híbrido,Junior,"TensorFlow, Power BI, R, SQL",3780989.0,Contrato,2025-01-20,6
3349,BI Analyst,Sura,Barranquilla,Híbrido,semi senior,"Python, Docker, Java, JavaScript, AWS",5765730.0,Freelance,2024-07-03,7
3350,Data Scientist,TechNova,Cali,Híbrido,junior,"Java, Power BI, Excel, R",2168226.0,Indefinido,2026-04-26,2
3351,Data Analyst,TechNova,Cali,Remoto,Senior,"SQL, React",7926310.0,Contrato,2025-06-10,1
3352,Analista de Datos,InnovaTech,Cali,Híbrido,junior,"Pandas, React, Java, Python, TensorFlow",2475673.0,Indefinido,2025-08-13,5
3353,Frontend Developer,Claro,Cartagena,Híbrido,Senior,"AWS, Tableau, Pandas, Java, R",9688529.0,Freelance,2026-01-31,7
3354,Software Developer,DataSoft,Cartagena,Presencial,Junior,"SQL, Pandas, R, Azure, React",3194316.0,Temporal,2024-08-01,7
3355,Machine Learning Engineer,Bancolombia,Remoto,Hibrido,Junior,"R, Java, Tableau, Docker",2206611.0,Temporal,2025-09-15,10
3356,Software Developer,Teleperformance,Cartagena,Remoto,Senior,"JavaScript, Azure",,Temporal,2025-12-12,4
3357,Frontend Developer,TechNova,Bucaramanga,Híbrido,Semi-Senior,"R, React, Java, Docker, Node.js, Python",5073210.0,indefinido,2024-10-30,9
3358,Machine Learning Engineer,Mercado Libre,bogota,Híbrido,Junior,"R, Python, Tableau, TensorFlow, Pandas",4525937.0,Freelance,2024-05-16,5
3359,BI Analyst,IBM,bogota,remoto,Senior,"Excel, JavaScript, TensorFlow, AWS",9436675.0,Freelance,2025-07-09,5
3360,Full Stack Developer,Accenture,Cartagena,Remoto,Senior,"AWS, React, Java, Python",8506673.0,Indefinido,2025-07-11,7
